CName,CLink,CCity,CFounded,CNation,CLeague,CReputation,CStatus,CBalance,CTransfer_Budget,CTotal_Wages,CRemaining_Wages,CTraining_Facilities,CYouth_Facilities,CYouth_Recruitment,CJunior_Coaching,CBest_XI,CMost_Talented_XI
Green Buffaloes,https://fminside.net/clubs/1-fm-21/5341707-green-buffaloes,Lusaka,1965,Zambia,Super Division,35,,2.00,0,0 pw,0 pw,35,15,30,35,,
Buildcon,https://fminside.net/clubs/1-fm-21/13190073-buildcon,Ndola,2012,Zambia,Super Division,35,,0,0,0 pw,0 pw,10,15,30,15,57,0
Réal Bamako,https://fminside.net/clubs/1-fm-21/5341652-real-bamako,Bamako,1960,Mali,Malian Ligue 1,35,,€ 129K,0,0 pw,0 pw,45,45,50,50,53,55
CO Bamako,https://fminside.net/clubs/1-fm-21/8626864-co-bamako,Bamako,2000,Mali,Malian Ligue 1,35,,€ 129K,0,0 pw,0 pw,45,35,30,30,NAN,0
Onze Créateurs,https://fminside.net/clubs/1-fm-21/12012366-onze-createurs,Bamako,0,Mali,Malian Ligue 1,35,,€ 129K,0,0 pw,0 pw,40,30,20,30,58,0
Diables Noirs,https://fminside.net/clubs/1-fm-21/5390075-diables-noirs,Brazzaville,0,Congo,First Division,35,,€ 181K,0,0 pw,0 pw,25,15,25,30,58,0
AS Douanes (SEN),https://fminside.net/clubs/1-fm-21/5341076-as-douanes-sen,Dakar,1980,Senegal,Senegalese Ligue 1,35,,€ 129K,0,0 pw,0 pw,35,30,30,35,,
Génération Foot,https://fminside.net/clubs/1-fm-21/85010212-generation-foot,Dakar,1998,Senegal,Senegalese Ligue 1,35,,€ 129K,0,0 pw,0 pw,60,60,60,75,47,57
Al-Akhdar,https://fminside.net/clubs/1-fm-21/5341597-al-akhdar,Al Bayda,1958,Libya,First Division,35,,€ 22K,0,0 pw,0 pw,30,15,35,30,,
Al-Olympic,https://fminside.net/clubs/1-fm-21/8627126-al-olympic,Az-Zawiyah,1947,Libya,First Division,35,,2.00,0,0 pw,0 pw,25,15,30,25,,
Khaleej Sirt,https://fminside.net/clubs/1-fm-21/12012616-khaleej-sirt,Sirt,1963,Libya,First Division,35,,2.00,0,0 pw,0 pw,15,15,25,15,,
Darnes,https://fminside.net/clubs/1-fm-21/12038805-darnes,Darnah,1958,Libya,First Division,35,,€ 22K,0,0 pw,0 pw,20,15,25,20,52,0
MangaSport,https://fminside.net/clubs/1-fm-21/5340875-mangasport,Moanda,1962,Gabon,Premier Division,35,,2.00,0,0 pw,0 pw,30,15,30,40,NAN,NAN
AS Kaloum,https://fminside.net/clubs/1-fm-21/131256-as-kaloum,Conakry,1958,Guinea,Premier Division,35,Professional,€ 181K,0,0 pw,0 pw,30,20,20,50,58,0
Gor Mahia,https://fminside.net/clubs/1-fm-21/5340913-gor-mahia,Nairobi,1968,Kenya,Kenyan Premier Division,35,,€ 116K,0,0 pw,0 pw,40,15,30,30,50,0
CF Rahimo,https://fminside.net/clubs/1-fm-21/13186809-cf-rahimo,Bobo-Dioulasso,2012,Burkina Faso,Burkinabé D1,35,,€ 129K,0,0 pw,0 pw,50,50,50,50,57,0
DC Motema Pembe,https://fminside.net/clubs/1-fm-21/5390080-dc-motema-pembe,Kinshasa,1936,Democratic Republic of Congo,Premier Division,35,,2.00,0,0 pw,0 pw,25,15,50,35,,
Ctral. Córdoba (R),https://fminside.net/clubs/1-fm-21/102477-ctral-cordoba-r,Rosario (SF),1906,Argentina,Primera C,35,Professional,0,0,0 pw,0 pw,40,40,55,35,53,56
Cañuelas,https://fminside.net/clubs/1-fm-21/952697-canuelas,Cañuelas (BA),1911,Argentina,Primera C,35,Professional,0,0,0 pw,0 pw,40,40,55,45,55,59
Luján,https://fminside.net/clubs/1-fm-21/952718-lujan,Luján (BA),1936,Argentina,Primera C,35,Professional,0,0,0 pw,0 pw,35,50,55,40,54,59
Dock Sud,https://fminside.net/clubs/1-fm-21/3101506-dock-sud,Dock Sud (BA),1916,Argentina,Primera C,35,,€ -5.6K,0,0 pw,0 pw,35,35,40,25,54,58
San Martín (Mza),https://fminside.net/clubs/1-fm-21/108545-san-martin-mza,San Martín (MZ),1927,Argentina,Torneo Argentino B,35,Semi-Professional,0,0,0 pw,0 pw,25,15,15,15,53,49
C.A.I.,https://fminside.net/clubs/1-fm-21/951334-cai,Comodoro Rivadavia (CT),1984,Argentina,Torneo Argentino B,35,Semi-Professional,0,0,0 pw,0 pw,40,55,90,60,52,58
Huracán (CR),https://fminside.net/clubs/1-fm-21/965366-huracan-cr,Comodoro Rivadavia (CT),1927,Argentina,Torneo Argentino B,35,Semi-Professional,0,0,0 pw,0 pw,45,15,25,15,51,55
Rivadavia (Lincoln),https://fminside.net/clubs/1-fm-21/14002962-rivadavia-lincoln,Lincoln (BA),1915,Argentina,Torneo Argentino B,35,,€ -1.2K,0,0 pw,0 pw,10,20,30,20,51,53
Sp. Patria,https://fminside.net/clubs/1-fm-21/965378-sp-patria,Formosa (FO),1911,Argentina,Torneo Argentino C,35,Semi-Professional,0,0,0 pw,0 pw,10,15,15,15,50,0
DSV Leoben,https://fminside.net/clubs/1-fm-21/130837-dsv-leoben,Leoben,1928,Austria,Steiermark,35,Semi-Professional,€ -2.3K,0,0 pw,0 pw,55,55,40,40,51,59
ASK Kottingbrunn,https://fminside.net/clubs/1-fm-21/137945-ask-kottingbrunn,Kottingbrunn,1949,Austria,1. Niederösterreichische Landesliga,35,Semi-Professional,€ 21K,0,0 pw,0 pw,55,55,40,40,37,51
SV Grieskirchen,https://fminside.net/clubs/1-fm-21/5606910-sv-grieskirchen,Grieskirchen,1945,Austria,Oberösterreich-Liga,35,,999.00,0,0 pw,0 pw,55,55,40,40,,
TSV St. Johann,https://fminside.net/clubs/1-fm-21/16001229-tsv-st-johann,Sankt Johann im Pongau,1949,Austria,Regional League Salzburg,35,,€ 40K,0,0 pw,0 pw,60,60,45,45,41,45
SV Kuchl,https://fminside.net/clubs/1-fm-21/16010460-sv-kuchl,Kuchl,1954,Austria,Regional League Salzburg,35,,€ 19K,0,0 pw,0 pw,60,60,45,45,42,49
Ronse,https://fminside.net/clubs/1-fm-21/271-ronse,Ronse,1907,Belgium,Division 2 A,35,Semi-Professional,€ -7.3K,0,0 pw,0 pw,55,60,55,60,42,47
Bocholter VV,https://fminside.net/clubs/1-fm-21/3200583-bocholter-vv,Bocholt,1923,Belgium,Division 2 B,35,,€ 13K,0,0 pw,0 pw,50,50,50,60,46,47
Racing Mechelen,https://fminside.net/clubs/1-fm-21/260-racing-mechelen,Mechelen,1905,Belgium,Third Division B,35,Semi-Professional,€ 7K,0,0 pw,0 pw,40,50,50,65,42,44
RFC Tournai,https://fminside.net/clubs/1-fm-21/251-rfc-tournai,Tournai,1903,Belgium,Third Division C,35,Semi-Professional,€ -2.5K,0,0 pw,0 pw,25,25,50,50,41,49
América de Natal,https://fminside.net/clubs/1-fm-21/107203-america-de-natal,Natal (RN),1915,Brazil,Série D,35,Professional,€ 78K,0,0 pw,0 pw,50,35,55,35,55,55
Villa Clara,https://fminside.net/clubs/1-fm-21/5430490-villa-clara,Santa Clara (CUB),1978,Cuba,Campeonato Nacional,35,,0,0,0 pw,0 pw,35,35,100,35,,
LA Galaxy II,https://fminside.net/clubs/1-fm-21/20031507-la-galaxy-ii,Carson (CA),2013,United States,USLC Western Conference,35,,2.00,0,0 pw,0 pw,15,10,5,5,,
Rio Grande Valley,https://fminside.net/clubs/1-fm-21/20041350-rio-grande-valley,Edinburg (TX),2015,United States,USLC Western Conference,35,,€ 23K,0,0 pw,0 pw,35,20,20,10,,
Tacoma,https://fminside.net/clubs/1-fm-21/20048858-tacoma,Tacoma (WA),2014,United States,USLC Western Conference,35,,2.00,0,0 pw,0 pw,5,5,5,5,,
Portland 2,https://fminside.net/clubs/1-fm-21/72043487-portland-2,Portland (OR),2014,United States,USLC Western Conference,35,,2.00,0,0 pw,0 pw,10,5,5,5,,
Real Monarchs,https://fminside.net/clubs/1-fm-21/72043491-real-monarchs,Salt Lake City (UT),2015,United States,USLC Western Conference,35,,2.00,0,0 pw,0 pw,10,5,5,5,,
Atlanta United 2,https://fminside.net/clubs/1-fm-21/20046402-atlanta-united-2,Atlanta (GA),2017,United States,USLC Eastern Conference,35,,2.00,0,0 pw,0 pw,15,10,5,5,,
Loudoun United,https://fminside.net/clubs/1-fm-21/20047503-loudoun-united,Leesburg (VA),2018,United States,USLC Eastern Conference,35,,2.00,0,0 pw,0 pw,10,5,5,5,,
New York Red Bulls II,https://fminside.net/clubs/1-fm-21/72044430-new-york-red-bulls-ii,Harrison (NJ),2015,United States,USLC Eastern Conference,35,,2.00,0,0 pw,0 pw,15,10,5,5,,
Philadelphia II,https://fminside.net/clubs/1-fm-21/2000027215-philadelphia-ii,Chester (PA),2015,United States,USLC Eastern Conference,35,,3.00,0,0 pw,0 pw,5,5,5,5,,
Kansas City II,https://fminside.net/clubs/1-fm-21/2000027225-kansas-city-ii,Kansas City (KS),2015,United States,USLC Eastern Conference,35,,2.00,0,0 pw,0 pw,10,5,5,5,,
Richmond,https://fminside.net/clubs/1-fm-21/2313-richmond,Richmond (VA),1993,United States,USL1,35,Professional,€ 11K,0,0 pw,0 pw,40,15,25,15,49,49
Lippstadt,https://fminside.net/clubs/1-fm-21/877206-lippstadt,Lippstadt,1997,Germany,Regionalliga West,35,Semi-Professional,2.00,0,0 pw,0 pw,25,25,20,15,47,56
Bonn,https://fminside.net/clubs/1-fm-21/3602398-bonn,Bonn,1965,Germany,Regionalliga West,35,,2.00,0,0 pw,0 pw,40,40,30,30,49,53
Homberg,https://fminside.net/clubs/1-fm-21/8700384-homberg,Duisburg,1889,Germany,Regionalliga West,35,,2.00,0,0 pw,0 pw,30,25,20,20,46,38
Pro Sesto,https://fminside.net/clubs/1-fm-21/1162-pro-sesto,Sesto San Giovanni,1913,Italy,Lega Pro Girone A,35,Professional,€ 244K,€ 100K,€ 17K pw,778 pw,40,35,40,40,49,53
Grosseto,https://fminside.net/clubs/1-fm-21/3804424-grosseto,Grosseto,1912,Italy,Lega Pro Girone A,35,,€ 290K,€ 100K,€ 14K pw,665 pw,55,55,45,30,48,54
Cavese,https://fminside.net/clubs/1-fm-21/707648-cavese,Cava dei Tirreni,1919,Italy,Lega Pro Girone C,35,Professional,€ 522K,€ 200K,€ 37K pw,€ 2K pw,45,30,25,35,52,58
Savona,https://fminside.net/clubs/1-fm-21/831121-savona,Savona,1907,Italy,Prima Cat. Liguria A,35,Amateur,€ 72K,0,0 pw,0 pw,5,15,25,15,,
Limerick,https://fminside.net/clubs/1-fm-21/129380-limerick,Limerick,1937,Republic of Ireland,Irish Lower Division,35,Semi-Professional,2.00,0,0 pw,0 pw,60,60,70,40,,
Maria da Fonte,https://fminside.net/clubs/1-fm-21/729477-maria-da-fonte,Póvoa de Lanhoso,1925,Portugal,Campeonato de Portugal Prio A,35,Semi-Professional,€ 27K,0,€ 2K pw,330 pw,40,30,20,20,42,45
Rio Ave B,https://fminside.net/clubs/1-fm-21/83208744-rio-ave-b,Vila do Conde,2017,Portugal,Campeonato de Portugal Prio B,35,,€ -48.5K,0,€ 9K pw,€ -2.6K pw,5,5,5,5,,
São Martinho,https://fminside.net/clubs/1-fm-21/84107055-sao-martinho,Santo Tirso,1965,Portugal,Campeonato de Portugal Prio B,35,,€ 28K,0,€ 2K pw,310 pw,30,15,15,15,44,49
Amarante FC,https://fminside.net/clubs/1-fm-21/109042-amarante-fc,Amarante,1923,Portugal,Campeonato de Portugal Prio C,35,Semi-Professional,€ 69K,€ 3K,€ 3K pw,607 pw,70,70,40,40,48,48
São João de Ver,https://fminside.net/clubs/1-fm-21/109037-sao-joao-de-ver,São João de Ver,1929,Portugal,Campeonato de Portugal Prio D,35,Semi-Professional,€ 100K,€ 7K,€ 4K pw,937 pw,55,35,10,25,48,54
Canelas 2010,https://fminside.net/clubs/1-fm-21/7000003-canelas-2010,Vila Nova de Gaia,2010,Portugal,Campeonato de Portugal Prio D,35,,€ 42K,0,€ 3K pw,565 pw,50,50,15,15,46,52
Valadares Gaia,https://fminside.net/clubs/1-fm-21/84107058-valadares-gaia,Vila Nova de Gaia,2011,Portugal,Campeonato de Portugal Prio D,35,,€ 46K,0,€ 4K pw,604 pw,40,20,20,20,51,46
S.U. 1º Dezembro,https://fminside.net/clubs/1-fm-21/55001110-su-1o-dezembro,Sintra,1880,Portugal,Campeonato de Portugal Prio F,35,,€ 23K,0,€ 2K pw,417 pw,50,50,25,50,45,48
Estrela da Amadora SAD,https://fminside.net/clubs/1-fm-21/2000030636-estrela-da-amadora-sad,Amadora,2020,Portugal,Campeonato de Portugal Prio G,35,,€ 205K,€ 20K,€ 4K pw,€ 1K pw,50,50,60,50,49,58
Steaua Bucureşti,https://fminside.net/clubs/1-fm-21/57141891-steaua-bucureti,Bucharest,1947,Romania,Liga III - Seria IV,35,,€ 3K,0,0 pw,0 pw,50,10,10,25,42,46
Alay,https://fminside.net/clubs/1-fm-21/8056959-alay,Osh,1960,Kyrgyzstan,Shoro Top League,35,,0,0,0 pw,0 pw,15,15,30,15,57,0
Pyunik,https://fminside.net/clubs/1-fm-21/102-pyunik,Yerevan,2001,Armenia,Barcragujn Chumb,35,Professional,€ 357K,0,0 pw,0 pw,70,80,95,85,49,55
Telavi,https://fminside.net/clubs/1-fm-21/59121257-telavi,Telavi,2016,Georgia,Erovnuli Liga,35,,0,0,0 pw,0 pw,10,15,30,15,48,54
Gagra,https://fminside.net/clubs/1-fm-21/59007876-gagra,Tbilisi,2004,Georgia,Erovnuli Liga 2,35,,0,0,0 pw,0 pw,30,30,70,50,NAN,0
Merani Martvili,https://fminside.net/clubs/1-fm-21/59020465-merani-martvili,Martvili,0,Georgia,Erovnuli Liga 2,35,,0,0,0 pw,0 pw,20,20,45,55,50,56
Rayo Vallecano B,https://fminside.net/clubs/1-fm-21/4212256-rayo-vallecano-b,Madrid,1956,Spain,Third Division Group 7,35,,0,0,0 pw,0 pw,15,10,5,5,,
Málaga B,https://fminside.net/clubs/1-fm-21/4212268-malaga-b,Málaga,1994,Spain,Third Division Group 9,35,,2.00,0,0 pw,0 pw,10,5,5,5,,
Almería B,https://fminside.net/clubs/1-fm-21/7446373-almeria-b,Almería,2001,Spain,Third Division Group 9,35,,0,0,0 pw,0 pw,15,10,5,5,,
Mallorca B,https://fminside.net/clubs/1-fm-21/2098-mallorca-b,Palma de Mallorca,1983,Spain,Third Division Group 11,35,Professional,€ -16K,0,0 pw,0 pw,15,10,20,10,,
Deportivo Aragón,https://fminside.net/clubs/1-fm-21/1750-deportivo-aragon,Zaragoza,1965,Spain,Third Division Group 17,35,Professional,0,0,0 pw,0 pw,15,10,5,5,,
CD Guadalajara,https://fminside.net/clubs/1-fm-21/814968-cd-guadalajara,Guadalajara,1947,Spain,Third Division Group 18,35,Semi-Professional,0,0,0 pw,0 pw,35,35,40,40,45,53
12 de Octubre,https://fminside.net/clubs/1-fm-21/5280160-12-de-octubre,Itauguá,1914,Paraguay,Primera División,35,,€ 22K,0,0 pw,0 pw,55,55,65,55,52,58
San Lorenzo (PAR),https://fminside.net/clubs/1-fm-21/5280181-san-lorenzo-par,San Lorenzo,1921,Paraguay,Primera División,35,,€ 100K,0,0 pw,0 pw,50,50,70,55,57,65
River Plate (PAR),https://fminside.net/clubs/1-fm-21/5280414-river-plate-par,Asunción,1911,Paraguay,Primera División,35,,€ 686K,0,0 pw,0 pw,45,45,55,45,58,64
Orense,https://fminside.net/clubs/1-fm-21/86047634-orense,Machala,2009,Ecuador,LigaPro Serie A,35,,€ 219K,0,0 pw,0 pw,55,45,30,35,61,NAN
Manta,https://fminside.net/clubs/1-fm-21/5270358-manta,Manta,1998,Ecuador,LigaPro Serie B,35,,€ 482K,0,0 pw,0 pw,30,35,30,30,56,0
TLH Rangers,https://fminside.net/clubs/1-fm-21/82088381-tlh-rangers,La Horquetta,2019,Trinidad and Tobago,Pro League,35,,0,0,0 pw,0 pw,30,35,90,35,,
Pantoja,https://fminside.net/clubs/1-fm-21/23007412-pantoja,Santo Domingo,2000,Dominican Republic,Liga Dominicana de Fútbol,35,,0,0,0 pw,0 pw,30,25,100,30,52,58
GD Tourizense,https://fminside.net/clubs/1-fm-21/743226-gd-tourizense,Touriz,1975,Portugal,Coimbra Honor Division,35,Amateur,0,0,0 pw,0 pw,55,50,25,25,43,49
Barreirense,https://fminside.net/clubs/1-fm-21/2437-barreirense,Barreiro,1911,Portugal,Setúbal First Division,35,Amateur,0,0,0 pw,0 pw,35,40,65,65,43,48
Marco 09,https://fminside.net/clubs/1-fm-21/2407-marco-09,Marco de Canaveses,2009,Portugal,Porto Elite Serie 2,35,Amateur,2.00,0,0 pw,0 pw,50,50,15,15,44,39
Rebordosa,https://fminside.net/clubs/1-fm-21/734125-rebordosa,Rebordosa,1966,Portugal,Porto Elite Serie 2,35,Amateur,2.00,0,0 pw,0 pw,50,50,20,35,45,0
CD Sobrado,https://fminside.net/clubs/1-fm-21/55071318-cd-sobrado,Sobrado,1969,Portugal,Porto Elite Serie 2,35,,0,0,0 pw,0 pw,30,15,10,15,42,0
Aurora,https://fminside.net/clubs/1-fm-21/8826562-aurora,Cochabamba,1935,Bolivia,División Profesional,35,,€ 833K,0,0 pw,0 pw,50,40,45,45,52,52
Destroyers,https://fminside.net/clubs/1-fm-21/1200656-destroyers,Santa Cruz de la Sierra,1948,Bolivia,Copa Simón Bolívar,35,,€ 614K,0,0 pw,0 pw,40,35,45,35,52,0
Vida,https://fminside.net/clubs/1-fm-21/308281-vida,La Ceiba,1940,Honduras,Liga Salva-Vida,35,Professional,0,0,0 pw,0 pw,40,45,60,80,57,61
CD Honduras,https://fminside.net/clubs/1-fm-21/87032277-cd-honduras,El Progreso,2011,Honduras,Liga Salva-Vida,35,,0,0,0 pw,0 pw,40,40,40,45,51,56
Xelajú,https://fminside.net/clubs/1-fm-21/5395076-xelaju,Quetzaltenango,1928,Guatemala,Liga Nacional,35,,0,0,0 pw,0 pw,50,50,55,65,52,0
Suchitepéquez,https://fminside.net/clubs/1-fm-21/5395170-suchitepequez,Mazatenango,1960,Guatemala,Primera División de Ascenso,35,,0,0,0 pw,0 pw,45,50,55,65,54,0
Lichtenberg,https://fminside.net/clubs/1-fm-21/879594-lichtenberg,Berlin,1947,Germany,Regionalliga Nordost,35,Semi-Professional,2.00,0,0 pw,0 pw,15,10,15,10,45,52
Bischofswerda,https://fminside.net/clubs/1-fm-21/6000012-bischofswerda,Bischofswerda,1908,Germany,Regionalliga Nordost,35,,2.00,0,0 pw,0 pw,15,15,15,15,44,51
Altglienicke,https://fminside.net/clubs/1-fm-21/35116217-altglienicke,Berlin,1946,Germany,Regionalliga Nordost,35,,2.00,0,0 pw,0 pw,15,15,15,15,52,56
SpVgg Greuther Fürth II,https://fminside.net/clubs/1-fm-21/877165-spvgg-greuther-furth-ii,Fürth,0,Germany,Regionalliga Bayern,35,Semi-Professional,2.00,0,0 pw,0 pw,50,25,5,5,,
Aubstadt,https://fminside.net/clubs/1-fm-21/880371-aubstadt,Aubstadt,1921,Germany,Regionalliga Bayern,35,Semi-Professional,0,0,0 pw,0 pw,10,10,10,10,45,44
Bayreuth,https://fminside.net/clubs/1-fm-21/880375-bayreuth,Bayreuth,1921,Germany,Regionalliga Bayern,35,Semi-Professional,2.00,0,0 pw,0 pw,35,35,25,25,50,56
Schalding,https://fminside.net/clubs/1-fm-21/880425-schalding,Passau,1946,Germany,Regionalliga Bayern,35,Semi-Professional,2.00,0,0 pw,0 pw,25,20,15,20,45,53
Rain,https://fminside.net/clubs/1-fm-21/880465-rain,Rain,1896,Germany,Regionalliga Bayern,35,Semi-Professional,2.00,0,0 pw,0 pw,35,25,15,20,45,53
Velbert 02,https://fminside.net/clubs/1-fm-21/877215-velbert-02,Velbert,1902,Germany,Oberliga Niederrhein,35,Semi-Professional,2.00,0,0 pw,0 pw,25,25,20,20,49,57
Old Boys,https://fminside.net/clubs/1-fm-21/69002643-old-boys,Basel,1894,Switzerland,2. Liga Interregional Gruppe 3,35,,0,0,0 pw,0 pw,50,40,10,30,39,41
Black Stars Basel,https://fminside.net/clubs/1-fm-21/98000289-black-stars-basel,Basel,1907,Switzerland,Promotion League,35,,0,0,0 pw,0 pw,25,15,15,15,42,49
Bavois,https://fminside.net/clubs/1-fm-21/98003437-bavois,Bavois,1941,Switzerland,Promotion League,35,,0,0,0 pw,0 pw,20,10,20,10,43,48
Spartak Nalchik,https://fminside.net/clubs/1-fm-21/130512-spartak-nalchik,Nalchik,1935,Russia,PFL G1,35,Professional,€ -1.1K,0,0 pw,0 pw,30,30,50,35,47,0
UD Socuéllamos,https://fminside.net/clubs/1-fm-21/814957-ud-socuellamos,Socuéllamos,1924,Spain,Second Division B5,35,Semi-Professional,€ 79K,€ 8K,€ 19K pw,€ 3K pw,35,35,40,35,50,53
Rukh Brest,https://fminside.net/clubs/1-fm-21/17037712-rukh-brest,Brest (Blr),2016,Belarus,Vyšejšaja Liha,35,,€ 638K,€ 64K,€ 9K pw,613 pw,30,30,40,70,52,56
Partizán Bardejov,https://fminside.net/clubs/1-fm-21/1612-partizan-bardejov,Bardejov,1922,Slovakia,2. Liga,35,Professional,€ 1K,€ 10K,€ 5K pw,239 pw,50,45,40,55,46,45
Tatran Liptovský Mikuláš,https://fminside.net/clubs/1-fm-21/63000893-tatran-liptovsk-mikula,Liptovsky Milkulas,1934,Slovakia,2. Liga,35,,€ 3K,€ 10K,€ 4K pw,211 pw,40,25,35,35,46,44
Asker,https://fminside.net/clubs/1-fm-21/101493-asker,Asker,1889,Norway,2. divisjon 2,35,Semi-Professional,€ 36K,€ 9K,€ 4K pw,190 pw,35,45,45,50,47,50
CA Osasuna B,https://fminside.net/clubs/1-fm-21/4200564-ca-osasuna-b,Pamplona,1962,Spain,Segunda División B Grupo II,35,,€ 31K,0,€ 19K pw,€ -1.3K pw,5,5,5,5,,
Treze FC,https://fminside.net/clubs/1-fm-21/301212-treze-fc,Campina Grande (PB),1925,Brazil,Série C,35,Professional,€ 50K,€ 38K,€ 8K pw,381 pw,45,40,50,30,54,46
São José (RS),https://fminside.net/clubs/1-fm-21/301284-sao-jose-rs,Porto Alegre (RS),1913,Brazil,Série C,35,Professional,€ -13.5K,0,€ 13K pw,627 pw,50,35,50,45,55,58
Machida Zelvia,https://fminside.net/clubs/1-fm-21/788837-machida-zelvia,Machida,1989,Japan,J2 League,35,Professional,€ 570K,0,0 pw,0 pw,40,30,40,40,,
Galway Utd,https://fminside.net/clubs/1-fm-21/593-galway-utd,Galway,1937,Republic of Ireland,SSE Airtricity League First Division,35,Semi-Professional,€ 42K,0,€ 5K pw,528 pw,60,35,55,25,42,49
Solin,https://fminside.net/clubs/1-fm-21/126423-solin,Solin,1919,Croatia,Druga HNL,35,Semi-Professional,€ -405.6K,€ 10K,€ 2K pw,675 pw,35,30,45,50,47,54
Marconi Stallions,https://fminside.net/clubs/1-fm-21/122993-marconi-stallions,Sydney,1960,Australia,NPL NSW,35,Semi-Professional,0,0,0 pw,0 pw,60,50,95,60,43,49
Meizhou Hakka,https://fminside.net/clubs/1-fm-21/23199255-meizhou-hakka,Meizhou,2013,China PR,China League One,35,,€ 1M,€ 125K,€ 171K pw,€ 8K pw,30,25,10,15,42,46
DEAC,https://fminside.net/clubs/1-fm-21/38019809-deac,Debrecen,1919,Hungary,Merkantil Bank Liga,35,,€ 562K,0,€ 5K pw,247 pw,25,25,20,30,46,50
Menemen Belediyespor,https://fminside.net/clubs/1-fm-21/70028001-menemen-belediyespor,İzmir,1993,Turkey,TFF 1. Lig,35,,€ 553K,€ 55K,€ 18K pw,850 pw,20,25,10,25,51,57
Kırklarelispor,https://fminside.net/clubs/1-fm-21/450550-krklarelispor,Kırklareli,1968,Turkey,2. Lig Beyaz Grup,35,Professional,€ 335K,€ 34K,€ 14K pw,673 pw,20,25,5,25,49,52
Legnano,https://fminside.net/clubs/1-fm-21/829171-legnano,Legnano,1913,Italy,Serie D Girone A,35,Semi-Professional,0,0,0 pw,0 pw,15,15,20,15,37,39
Pianese,https://fminside.net/clubs/1-fm-21/43076616-pianese,Piancastagnaio,1930,Italy,Serie D Girone E,35,,€ 362K,0,0 pw,0 pw,15,15,20,15,45,48
Sport Loreto,https://fminside.net/clubs/1-fm-21/77044624-sport-loreto,Pucallpa,1939,Peru,Copa Perú,35,,€ 44K,0,0 pw,0 pw,35,35,35,35,44,59
Sukhothai,https://fminside.net/clubs/1-fm-21/23077994-sukhothai,Sukhothai,2009,Thailand,Toyota Thai League,35,,€ 704K,0,0 pw,0 pw,50,45,50,40,57,0
Al-Ansar,https://fminside.net/clubs/1-fm-21/106881-al-ansar,Beirut,1951,Lebanon,Lebanese Premier League,35,Professional,€ 1M,0,0 pw,0 pw,45,45,90,40,51,68
Echallens Région,https://fminside.net/clubs/1-fm-21/137911-echallens-region,Echallens,1921,Switzerland,1. Liga Classic Gruppe 1,35,Semi-Professional,0,0,0 pw,0 pw,25,15,25,20,40,37
Eschen/Mauren,https://fminside.net/clubs/1-fm-21/1210-eschen-mauren,Eschen,1963,Switzerland,1. Liga Classic Gruppe 3,35,Semi-Professional,0,0,0 pw,0 pw,25,15,25,25,40,46
FK Kolubara,https://fminside.net/clubs/1-fm-21/136460-fk-kolubara,Lazarevac,1919,Serbia,Prva liga,35,Professional,€ 199K,€ 40K,€ 8K pw,382 pw,35,35,50,40,52,57
Hatta,https://fminside.net/clubs/1-fm-21/135434-hatta,Hatta,1981,United Arab Emirates,Arabian Gulf League,35,Professional,€ 4M,0,0 pw,0 pw,35,20,50,20,59,58
Al-Ittihad (UAE),https://fminside.net/clubs/1-fm-21/135452-al-ittihad-uae,Kalba,1971,United Arab Emirates,Arabian Gulf League,35,Professional,€ 423K,0,0 pw,0 pw,40,30,60,30,64,0
Vllaznia Shkodër,https://fminside.net/clubs/1-fm-21/72-vllaznia-shkoder,Shkodër,1919,Albania,Kategoria I,35,Professional,€ 259K,0,0 pw,0 pw,40,45,70,50,52,53
Adelaide City,https://fminside.net/clubs/1-fm-21/122985-adelaide-city,Adelaide,1946,Australia,NPL South Australia,35,Semi-Professional,0,0,0 pw,0 pw,35,50,10,50,43,42
SC Bruck/Mur,https://fminside.net/clubs/1-fm-21/16001073-sc-bruck-mur,Bruck an der Mur,1952,Austria,Steiermark,35,,370.00,0,0 pw,0 pw,55,55,40,40,42,0
SC Retz,https://fminside.net/clubs/1-fm-21/5603776-sc-retz,Retz,1921,Austria,1. Niederösterreichische Landesliga,35,,999.00,0,0 pw,0 pw,55,55,40,40,52,0
FC RW Rankweil,https://fminside.net/clubs/1-fm-21/5602989-fc-rw-rankweil,Rankweil,1920,Austria,Eliteleague Vorarlberg,35,,€ 20K,0,0 pw,0 pw,60,60,45,45,,
Al-Naser,https://fminside.net/clubs/1-fm-21/135308-al-naser,Jleeb Al-Shuyokh,1965,Kuwait,Kuwaiti Premier League,35,Professional,€ 2M,0,0 pw,0 pw,30,25,50,35,57,0
Virtus Verona,https://fminside.net/clubs/1-fm-21/43006436-virtus-verona,Verona,1919,Italy,Lega Pro Girone B,35,,€ 411K,€ 200K,€ 33K pw,€ 2K pw,25,25,15,20,53,58
Bisceglie,https://fminside.net/clubs/1-fm-21/2189-bisceglie,Bisceglie,1913,Italy,Lega Pro Girone C,35,Professional,€ 518K,€ 200K,€ 23K pw,€ 1K pw,20,25,15,30,50,54
FC Tirsense,https://fminside.net/clubs/1-fm-21/1479-fc-tirsense,Santo Tirso,1938,Portugal,Campeonato de Portugal Prio B,35,Semi-Professional,€ 59K,0,€ 2K pw,590 pw,50,55,55,35,43,48
